date,t,rr1,rr3,rr6,ff,raf10,rafper,u,vv,n,cl,cm,ch,day,week,precipitation,cloudy_day
2021-02-02 18:00:00,285.85,0.0,0.0,0.0,4.7,7.6,11.7,81,25000,90.0,38.0,20.0,10.0,2021-02-02,5,0,0
2021-02-02 21:00:00,285.15,0.0,0.0,0.0,4.8,6.8,10.1,86,25000,75.0,35.0,20.0,10.0,2021-02-02,5,0,0
2021-02-03 00:00:00,284.55,0.0,0.0,0.0,4.3,9.3,12.2,84,34960,100.0,35.714285714285715,20.75,10.0,2021-02-03,5,0,0
2021-02-03 03:00:00,283.85,1.0,1.0,1.0,3.4,5.1,7.5,96,6480,100.0,35.0,20.75,10.0,2021-02-03,5,1,0
2021-02-03 06:00:00,285.25,0.0,1.0,2.0,7.3,11.7,12.9,92,25000,100.0,35.0,20.75,10.0,2021-02-03,5,0,0
2021-02-03 09:00:00,284.35,0.0,2.2,3.2,6.3,10.5,10.5,88,41270,75.0,35.0,23.0,10.0,2021-02-03,5,0,0
2021-02-03 12:00:00,285.85,0.0,0.0,2.2,8.2,14.9,19.3,74,16660,90.0,38.0,20.75,10.0,2021-02-03,5,0,0
2021-02-03 15:00:00,284.25,1.0,1.6,1.6,8.8,13.5,18.9,87,20000,60.0,39.0,20.0,10.0,2021-02-03,5,1,0
2021-02-03 18:00:00,282.05,0.0,0.2,1.8,4.0,6.5,9.7,80,25000,75.0,38.0,20.0,10.0,2021-02-03,5,0,0
2021-02-03 21:00:00,280.55,0.0,0.0,0.2,3.0,5.9,6.5,85,25000,0.0,30.0,20.0,10.0,2021-02-03,5,0,0
2021-02-04 00:00:00,279.55,0.0,0.0,0.0,2.1,2.5,4.8,89,25000,10.0,35.0,20.0,10.0,2021-02-04,5,0,0
2021-02-04 03:00:00,278.65,0.0,0.0,0.0,1.1,1.6,4.1,95,25000,10.0,35.0,20.0,10.0,2021-02-04,5,0,0
2021-02-04 06:00:00,278.95,0.0,0.0,0.0,1.3,2.0,4.7,98,15000,90.0,35.0,21.0,10.666666666666666,2021-02-04,5,0,0
2021-02-04 09:00:00,280.25,0.0,0.0,0.0,1.8,3.1,3.8,93,20940,100.0,34.0,21.0,10.666666666666666,2021-02-04,5,0,0
2021-02-04 12:00:00,282.25,0.0,0.0,0.0,2.6,4.1,4.1,86,11670,100.0,34.0,21.0,10.666666666666666,2021-02-04,5,0,0
2021-02-04 15:00:00,284.75,0.0,0.0,0.0,2.9,4.5,5.5,75,37270,90.0,34.0,21.0,10.666666666666666,2021-02-04,5,0,0
2021-02-04 18:00:00,283.25,0.0,0.0,0.0,2.1,2.9,3.7,82,32260,90.0,35.0,21.0,10.666666666666666,2021-02-04,5,0,0
2021-02-04 21:00:00,281.75,0.0,0.0,0.0,3.1,3.4,5.0,89,25000,90.0,30.0,23.0,12.0,2021-02-04,5,0,0
2021-02-05 00:00:00,280.85,0.0,0.0,0.0,2.4,3.5,3.5,95,4910,90.0,30.0,23.0,12.0,2021-02-05,5,0,0
2021-02-05 03:00:00,280.85,0.0,0.0,0.0,1.9,2.7,3.2,97,10000,90.0,35.0,23.0,11.5,2021-02-05,5,0,0
2021-02-05 06:00:00,281.25,0.0,0.0,0.0,2.7,3.9,4.9,97,4420,90.0,35.0,25.0,11.5,2021-02-05,5,0,0
2021-02-05 09:00:00,281.35,0.0,0.0,0.0,2.2,4.8,5.2,95,12000,90.0,36.0,22.75,11.5,2021-02-05,5,0,0
2021-02-05 12:00:00,283.95,0.0,0.0,0.0,4.5,6.4,6.4,80,27400,90.0,38.0,20.0,11.0,2021-02-05,5,0,0
2021-02-05 15:00:00,284.35,0.0,0.0,0.0,2.2,3.4,4.0,74,33870,100.0,34.857142857142854,22.75,11.5,2021-02-05,5,0,0
2021-02-05 18:00:00,283.25,0.0,0.0,0.0,1.3,1.9,2.4,81,27700,90.0,35.0,22.75,11.5,2021-02-05,5,0,0
2021-02-05 21:00:00,282.15,0.4,0.4,0.4,2.6,2.9,3.8,91,11120,90.0,35.0,22.75,11.5,2021-02-05,5,1,0
2021-02-06 00:00:00,281.55,0.8,2.0,2.4,1.4,1.9,3.8,96,5700,100.0,35.5,23.0,10.559139784946236,2021-02-06,5,1,0
2021-02-06 03:00:00,280.95,0.4,1.4,3.4,2.0,2.9,2.9,97,14140,100.0,35.5,23.0,10.559139784946236,2021-02-06,5,1,0
2021-02-06 06:00:00,280.85,0.2,0.4,1.8,2.0,2.8,3.4,95,15000,90.0,38.0,23.0,10.559139784946236,2021-02-06,5,1,0
2021-02-06 09:00:00,280.95,0.4,1.2,1.6,2.7,4.8,4.8,97,5090,100.0,35.0,23.0,10.559139784946236,2021-02-06,5,1,0
2021-02-06 12:00:00,281.65,0.0,0.2,1.4,3.4,5.7,6.0,92,12000,100.0,35.0,23.0,10.559139784946236,2021-02-06,5,0,0
2021-02-06 15:00:00,281.15,3.5,6.5,6.7,3.4,5.3,6.2,97,5000,100.0,35.0,23.0,10.559139784946236,2021-02-06,5,1,0
2021-02-06 18:00:00,280.85,2.2,8.4,14.9,3.2,4.8,6.8,97,4080,100.0,35.0,23.0,10.559139784946236,2021-02-06,5,1,0
2021-02-06 21:00:00,280.55,0.2,2.6,11.0,2.8,4.5,5.5,95,10000,90.0,35.0,23.0,10.559139784946236,2021-02-06,5,1,0
2021-02-07 00:00:00,280.15,0.0,0.0,2.6,2.7,3.8,4.7,96,2500,100.0,36.42857142857143,21.53846153846154,10.559139784946236,2021-02-07,5,0,0
2021-02-07 03:00:00,279.65,1.0,1.4,1.4,2.8,4.8,4.8,95,5440,100.0,36.0,21.53846153846154,10.559139784946236,2021-02-07,5,1,0
2021-02-07 06:00:00,278.25,0.0,0.2,1.6,5.2,7.4,8.0,91,15650,100.0,36.0,21.53846153846154,10.559139784946236,2021-02-07,5,0,0
2021-02-07 09:00:00,276.05,0.2,0.2,0.4,4.3,6.3,8.5,95,5140,100.0,37.0,21.53846153846154,10.559139784946236,2021-02-07,5,1,0
2021-02-07 12:00:00,274.45,0.4,0.8,1.0,5.5,8.3,8.3,96,2840,100.0,35.0,21.53846153846154,10.559139784946236,2021-02-07,5,1,0
2021-02-07 15:00:00,274.15,0.0,0.0,0.8,4.5,7.0,7.7,87,5100,100.0,38.0,21.53846153846154,10.559139784946236,2021-02-07,5,0,0
2021-02-07 18:00:00,274.35,0.0,0.0,0.0,5.5,8.0,8.0,81,16240,100.0,38.0,21.53846153846154,10.559139784946236,2021-02-07,5,0,0
2021-02-07 21:00:00,273.35,0.0,0.0,0.0,3.7,5.3,7.3,81,18000,100.0,35.0,21.53846153846154,10.559139784946236,2021-02-07,5,0,0
2021-02-08 00:00:00,272.85,0.0,0.0,0.0,3.5,4.6,6.2,81,15000,100.0,35.0,21.725,10.968809523809524,2021-02-08,6,0,0
2021-02-08 03:00:00,272.55,0.0,0.0,0.0,3.5,5.2,5.2,81,12000,100.0,35.0,21.725,10.968809523809524,2021-02-08,6,0,0
2021-02-08 06:00:00,272.55,0.0,0.0,0.0,2.7,3.2,3.9,80,10000,100.0,35.0,21.725,10.968809523809524,2021-02-08,6,0,0
2021-02-08 09:00:00,272.65,0.0,0.0,0.0,2.3,3.0,3.8,81,7430,100.0,35.0,21.725,10.968809523809524,2021-02-08,6,0,0
2021-02-08 12:00:00,273.15,0.0,0.0,0.0,1.0,1.7,3.4,83,10000,100.0,35.0,21.725,10.968809523809524,2021-02-08,6,0,0
2021-02-08 15:00:00,272.55,0.0,0.0,0.0,2.4,3.2,4.5,93,2210,100.0,35.0,21.725,10.968809523809524,2021-02-08,6,0,0
2021-02-08 18:00:00,271.95,0.0,0.0,0.0,3.7,4.7,5.7,82,2750,100.0,35.0,21.725,10.968809523809524,2021-02-08,6,0,0
2021-02-08 21:00:00,271.75,0.0,0.0,0.0,3.0,4.4,5.6,81,5070,100.0,35.0,21.725,10.968809523809524,2021-02-08,6,0,0
2021-02-09 00:00:00,271.55,0.0,0.0,0.0,2.2,3.6,4.0,81,5070,100.0,35.0,21.725,10.968809523809524,2021-02-09,6,0,0
2021-02-09 03:00:00,271.25,0.0,0.0,0.0,2.9,4.7,5.7,81,6330,100.0,35.0,21.725,10.968809523809524,2021-02-09,6,0,0
2021-02-09 06:00:00,270.65,0.0,0.0,0.0,0.7,1.5,6.5,84,6200,100.0,35.0,21.725,10.968809523809524,2021-02-09,6,0,0
2021-02-09 09:00:00,270.45,0.0,0.0,0.0,3.1,4.5,5.0,86,4980,100.0,35.0,21.725,10.968809523809524,2021-02-09,6,0,0
2021-02-09 12:00:00,270.65,0.0,0.0,0.0,4.0,5.3,5.7,86,4500,100.0,35.0,21.725,10.968809523809524,2021-02-09,6,0,0
2021-02-09 15:00:00,271.45,0.0,0.0,0.0,5.9,8.0,8.8,85,5490,100.0,35.0,21.725,10.968809523809524,2021-02-09,6,0,0
2021-02-09 18:00:00,271.65,0.0,0.0,0.0,7.1,10.2,10.2,86,4190,100.0,35.0,21.725,10.968809523809524,2021-02-09,6,0,0
2021-02-09 21:00:00,272.15,0.0,0.0,0.0,6.7,9.3,9.4,81,6470,100.0,35.0,21.725,10.968809523809524,2021-02-09,6,0,0
2021-02-10 00:00:00,271.75,0.2,0.2,0.2,5.8,8.4,8.4,97,1090,100.0,37.0,21.0,10.0,2021-02-10,6,1,0
2021-02-10 03:00:00,270.65,0.2,0.6,0.8,6.4,9.4,11.5,94,1040,100.0,37.0,21.0,10.0,2021-02-10,6,1,0
2021-02-10 06:00:00,268.95,0.0,0.0,0.6,6.9,9.8,12.1,80,8000,100.0,35.0,21.0,10.0,2021-02-10,6,0,0
2021-02-10 09:00:00,267.85,0.0,0.0,0.0,6.9,9.9,11.5,78,10000,90.0,35.0,23.0,10.0,2021-02-10,6,0,0
2021-02-10 12:00:00,269.65,0.0,0.0,0.0,5.7,9.1,9.6,61,7310,75.71428571428571,34.857142857142854,21.0,10.0,2021-02-10,6,0,0
2021-02-10 15:00:00,271.55,0.0,0.0,0.0,5.7,9.5,10.8,57,15000,0.0,30.0,20.0,10.0,2021-02-10,6,0,0
2021-02-10 18:00:00,270.45,0.0,0.0,0.0,5.1,8.2,9.6,66,15000,90.0,35.0,21.0,10.0,2021-02-10,6,0,0
2021-02-10 21:00:00,269.75,0.0,0.0,0.0,3.9,6.2,10.0,70,18000,50.0,35.0,20.0,10.0,2021-02-10,6,0,0
2021-02-11 00:00:00,268.55,0.0,0.0,0.0,4.1,6.5,6.5,79,18000,0.0,30.0,20.0,10.0,2021-02-11,6,0,0
2021-02-11 03:00:00,267.65,0.0,0.0,0.0,3.9,5.2,7.0,84,6420,0.0,30.0,20.0,10.0,2021-02-11,6,0,0
2021-02-11 06:00:00,267.85,0.0,0.0,0.0,5.3,7.7,7.7,80,8240,0.0,30.0,20.0,10.0,2021-02-11,6,0,0
2021-02-11 09:00:00,269.45,0.0,0.0,0.0,5.2,7.9,8.8,74,16000,25.0,30.0,23.0,11.0,2021-02-11,6,0,0
2021-02-11 12:00:00,272.65,0.0,0.0,0.0,6.4,9.0,11.9,54,7820,40.0,30.0,23.0,14.0,2021-02-11,6,0,0
2021-02-11 15:00:00,273.05,0.0,0.0,0.0,7.1,11.1,12.2,56,30000,90.0,30.0,23.0,11.0,2021-02-11,6,0,0
2021-02-11 18:00:00,272.05,0.0,0.0,0.0,6.4,10.8,12.7,62,30000,90.0,30.0,23.0,11.0,2021-02-11,6,0,0
2021-02-11 21:00:00,271.25,0.0,0.0,0.0,6.6,9.4,13.6,61,27010,90.0,30.0,23.0,12.0,2021-02-11,6,0,0
2021-02-12 00:00:00,270.55,0.0,0.0,0.0,6.7,9.7,11.4,61,27340,90.0,30.0,23.0,11.6,2021-02-12,6,0,0
2021-02-12 03:00:00,269.65,0.0,0.0,0.0,6.8,11.3,11.4,62,25000,90.0,30.0,23.0,11.6,2021-02-12,6,0,0
2021-02-12 06:00:00,269.55,0.0,0.0,0.0,6.3,9.4,11.1,64,25000,90.0,30.0,23.0,11.0,2021-02-12,6,0,0
2021-02-12 09:00:00,270.45,0.0,0.0,0.0,7.0,11.1,11.3,59,15960,90.0,30.0,23.0,11.0,2021-02-12,6,0,0
2021-02-12 12:00:00,272.65,0.0,0.0,0.0,6.8,9.3,9.8,53,25000,100.0,30.0,23.0,12.0,2021-02-12,6,0,0
2021-02-12 15:00:00,274.55,0.0,0.0,0.0,6.8,10.0,10.6,45,25000,90.0,30.0,27.0,12.0,2021-02-12,6,0,0
2021-02-12 18:00:00,272.75,0.0,0.0,0.0,6.0,9.1,10.5,55,25000,90.0,30.0,23.0,12.0,2021-02-12,6,0,0
2021-02-12 21:00:00,271.45,0.0,0.0,0.0,5.6,7.8,10.1,57,25000,50.0,30.0,23.0,11.6,2021-02-12,6,0,0
2021-02-13 00:00:00,269.85,0.0,0.0,0.0,5.0,7.2,8.8,60,25000,0.0,30.0,20.0,10.0,2021-02-13,6,0,0
2021-02-13 03:00:00,268.65,0.0,0.0,0.0,5.2,8.5,8.5,60,30000,0.0,30.0,20.0,10.0,2021-02-13,6,0,0
2021-02-13 06:00:00,267.95,0.0,0.0,0.0,5.6,7.7,7.7,63,30000,25.0,30.0,20.0,11.0,2021-02-13,6,0,0
2021-02-13 09:00:00,269.25,0.0,0.0,0.0,5.6,8.9,10.5,55,30000,10.0,30.0,20.0,11.0,2021-02-13,6,0,0
2021-02-13 12:00:00,271.15,0.0,0.0,0.0,5.9,8.3,9.2,45,30000,40.0,30.0,20.0,11.0,2021-02-13,6,0,0
2021-02-13 15:00:00,272.55,0.0,0.0,0.0,5.5,8.0,10.4,46,30000,90.0,30.0,20.0,15.0,2021-02-13,6,0,0
2021-02-13 18:00:00,271.45,0.0,0.0,0.0,3.4,5.9,8.1,50,26140,75.0,30.0,20.0,11.285714285714286,2021-02-13,6,0,0
2021-02-13 21:00:00,270.45,0.0,0.0,0.0,3.0,5.4,5.4,56,20000,75.0,30.0,20.0,11.0,2021-02-13,6,0,0
2021-02-14 00:00:00,269.45,0.0,0.0,0.0,2.6,3.8,4.7,60,20000,10.0,30.0,23.0,10.0,2021-02-14,6,0,0
2021-02-14 03:00:00,268.35,0.0,0.0,0.0,3.0,4.9,5.3,62,26560,0.0,30.0,20.0,10.0,2021-02-14,6,0,0
2021-02-14 06:00:00,267.75,0.0,0.0,0.0,2.6,4.5,7.1,63,30000,0.0,30.0,20.0,10.0,2021-02-14,6,0,0
2021-02-14 09:00:00,269.55,0.0,0.0,0.0,3.7,6.5,7.1,56,30000,40.0,30.0,23.0,11.0,2021-02-14,6,0,0
2021-02-14 12:00:00,273.65,0.0,0.0,0.0,4.7,8.1,8.1,53,30000,75.0,30.0,23.0,12.0,2021-02-14,6,0,0
2021-02-14 15:00:00,274.35,0.0,0.0,0.0,4.7,7.3,8.0,57,30000,90.0,30.0,23.0,10.833333333333334,2021-02-14,6,0,0
2021-02-14 18:00:00,273.85,0.0,0.0,0.0,3.5,5.6,5.6,65,20000,90.0,30.0,23.0,12.0,2021-02-14,6,0,0
2021-02-14 21:00:00,274.55,0.0,0.0,0.0,2.4,3.6,5.0,66,20000,90.0,30.0,23.0,10.833333333333334,2021-02-14,6,0,0
2021-02-15 00:00:00,274.45,0.0,0.0,0.0,2.6,4.3,4.7,69,7870,90.0,34.166666666666664,27.0,13.326388888888888,2021-02-15,7,0,0
2021-02-15 03:00:00,275.45,0.0,0.0,0.0,3.4,5.6,5.6,77,12000,100.0,30.0,27.0,13.326388888888888,2021-02-15,7,0,0
2021-02-15 06:00:00,275.85,0.4,0.8,0.8,4.4,6.7,6.8,87,15000,100.0,35.0,27.0,13.326388888888888,2021-02-15,7,1,0
2021-02-15 09:00:00,277.75,0.0,0.0,0.08571428571428573,3.6,5.885714285714286,7.7,75,24000,100.0,34.166666666666664,27.0,13.326388888888888,2021-02-15,7,0,0
2021-02-15 12:00:00,280.45,0.0,0.0,0.0,4.4,8.5,10.7,66,25000,90.0,35.0,27.0,13.326388888888888,2021-02-15,7,0,0
2021-02-15 15:00:00,281.55,0.0,0.0,0.0,4.8,7.4,8.9,73,25000,90.0,35.0,27.0,13.326388888888888,2021-02-15,7,0,0
2021-02-15 18:00:00,281.65,0.0,0.0,0.0,2.4,3.9,5.4,75,25000,90.0,35.0,27.0,13.326388888888888,2021-02-15,7,0,0
2021-02-15 21:00:00,281.15,0.0,0.2,0.2,3.3,4.8,4.8,81,25000,100.0,35.0,27.0,13.326388888888888,2021-02-15,7,0,0
2021-02-16 00:00:00,281.25,0.0,0.0,0.2,5.0,7.2,7.3,78,25000,75.0,30.0,27.0,10.0,2021-02-16,7,0,0
2021-02-16 03:00:00,280.55,0.0,0.0,0.0,3.6,5.1,6.9,79,30000,40.0,35.0,27.0,11.0,2021-02-16,7,0,0
2021-02-16 06:00:00,279.05,0.0,0.0,0.0,3.7,6.7,6.7,82,11360,90.0,30.0,27.0,12.0,2021-02-16,7,0,0
2021-02-16 09:00:00,280.75,0.0,0.0,0.0,4.3,7.3,7.3,72,20990,69.28571428571429,33.285714285714285,24.0,12.5,2021-02-16,7,0,0
2021-02-16 12:00:00,283.45,0.0,0.0,0.0,5.4,9.2,9.5,71,36260,90.0,30.0,20.0,16.0,2021-02-16,7,0,0
2021-02-16 15:00:00,284.65,0.0,0.0,0.0,4.5,8.4,8.6,73,34780,90.0,35.0,20.0,16.0,2021-02-16,7,0,0
2021-02-16 18:00:00,283.05,0.6,1.4,1.4,5.4,9.6,10.3,90,12000,90.0,38.0,27.0,12.5,2021-02-16,7,1,0
2021-02-16 21:00:00,281.65,0.0,0.0,1.4,4.6,7.2,7.2,90,17630,10.0,35.0,20.0,10.0,2021-02-16,7,0,0
2021-02-17 00:00:00,281.45,0.0,0.0,0.0,3.0,5.3,9.2,91,27050,90.0,34.666666666666664,20.0,10.333333333333334,2021-02-17,7,0,0
2021-02-17 03:00:00,281.75,0.0,0.0,0.0,3.5,4.9,6.4,90,19120,90.0,35.0,20.0,10.333333333333334,2021-02-17,7,0,0
2021-02-17 06:00:00,281.05,0.0,0.0,0.0,3.4,5.4,6.1,93,25000,75.0,35.0,20.0,10.0,2021-02-17,7,0,0
2021-02-17 09:00:00,282.65,0.0,0.0,0.0,5.4,8.4,9.2,89,16850,90.0,35.0,20.0,10.333333333333334,2021-02-17,7,0,0
2021-02-17 12:00:00,284.65,0.0,0.0,0.0,7.4,11.8,14.2,76,16000,90.0,35.0,20.0,10.333333333333334,2021-02-17,7,0,0
2021-02-17 15:00:00,285.75,0.0,0.0,0.0,6.6,10.1,11.3,67,18000,75.0,38.0,20.0,10.0,2021-02-17,7,0,0
2021-02-17 18:00:00,283.15,0.0,0.0,0.0,2.0,3.1,6.1,73,23390,90.0,30.0,20.0,11.0,2021-02-17,7,0,0
2021-02-17 21:00:00,281.55,0.0,0.0,0.0,1.9,3.2,4.4,79,18510,85.71428571428571,34.666666666666664,20.0,10.333333333333334,2021-02-17,7,0,0
2021-02-18 00:00:00,281.05,0.0,0.0,0.0,1.7,3.2,4.1,78,28260,90.0,34.6,21.333333333333332,10.666666666666666,2021-02-18,7,0,0
2021-02-18 03:00:00,280.85,0.0,0.0,0.0,2.3,3.5,5.3,74,20000,60.0,35.0,20.0,11.0,2021-02-18,7,0,0
2021-02-18 06:00:00,280.95,0.0,0.0,0.0,0.9,1.8,4.0,74,41060,90.0,35.0,21.0,10.0,2021-02-18,7,0,0
2021-02-18 09:00:00,282.45,0.0,0.0,0.0,2.6,4.7,6.7,70,20000,100.0,35.0,21.333333333333332,10.666666666666666,2021-02-18,7,0,0
2021-02-18 12:00:00,282.75,0.4,2.0,2.0,5.1,8.6,8.6,90,16850,100.0,34.6,21.333333333333332,10.666666666666666,2021-02-18,7,1,0
2021-02-18 15:00:00,283.45,1.2,2.2,4.2,6.7,13.0,13.0,90,6000,100.0,38.0,21.333333333333332,10.666666666666666,2021-02-18,7,1,0
2021-02-18 18:00:00,280.45,0.0,2.6,4.8,2.8,4.2,4.9,91,22100,80.71428571428571,34.6,21.333333333333332,10.666666666666666,2021-02-18,7,0,0
2021-02-18 21:00:00,279.65,0.0,0.0,2.6,2.3,3.4,4.6,92,15000,25.0,30.0,23.0,11.0,2021-02-18,7,0,0
2021-02-19 00:00:00,278.25,0.0,0.2,0.2,2.5,3.1,4.3,96,10000,40.0,35.0,20.0,11.0,2021-02-19,7,0,0
2021-02-19 03:00:00,278.65,0.0,0.0,0.2,3.9,6.0,6.0,98,3830,75.0,36.0,20.0,10.0,2021-02-19,7,0,0
2021-02-19 06:00:00,279.35,0.0,0.0,0.0,1.4,2.7,6.1,100,710,101.0,62.0,61.0,60.0,2021-02-19,7,0,1
2021-02-19 09:00:00,280.35,0.0,0.0,0.0,3.7,6.5,7.7,96,21250,90.0,36.0,27.833333333333332,23.0,2021-02-19,7,0,0
2021-02-19 12:00:00,283.45,0.0,0.0,0.0,3.7,5.3,7.0,83,32490,90.0,38.0,27.833333333333332,23.0,2021-02-19,7,0,0
2021-02-19 15:00:00,286.85,0.0,0.0,0.0,4.1,6.5,7.4,73,41220,75.0,35.0,20.0,11.0,2021-02-19,7,0,0
2021-02-19 18:00:00,285.75,0.0,0.0,0.0,2.5,3.7,4.7,75,25000,75.0,35.0,23.0,23.0,2021-02-19,7,0,0
2021-02-19 21:00:00,284.55,0.0,0.0,0.0,2.0,3.0,3.3,80,25000,90.0,30.0,23.0,23.0,2021-02-19,7,0,0
2021-02-20 00:00:00,283.75,0.0,0.0,0.0,2.3,3.5,5.0,81,25000,90.0,30.0,23.0,11.833333333333334,2021-02-20,7,0,0
2021-02-20 03:00:00,282.65,0.0,0.0,0.0,3.2,4.8,6.5,79,22030,90.0,30.0,23.0,11.833333333333334,2021-02-20,7,0,0
2021-02-20 06:00:00,281.85,0.0,0.0,0.0,3.5,5.6,7.6,77,30000,40.0,30.0,20.0,11.0,2021-02-20,7,0,0
2021-02-20 09:00:00,284.55,0.0,0.0,0.0,3.6,6.6,9.2,67,30000,75.0,30.0,20.0,12.0,2021-02-20,7,0,0
2021-02-20 12:00:00,289.55,0.0,0.0,0.0,6.6,10.6,10.9,55,30000,90.0,30.0,20.0,12.0,2021-02-20,7,0,0
2021-02-20 15:00:00,291.35,0.0,0.0,0.0,7.1,11.2,11.3,46,30000,90.0,30.0,20.0,12.0,2021-02-20,7,0,0
2021-02-20 18:00:00,289.05,0.0,0.0,0.0,5.5,8.4,11.0,55,36720,90.0,30.0,20.0,12.0,2021-02-20,7,0,0
2021-02-20 21:00:00,287.55,0.0,0.0,0.0,4.3,8.1,8.1,57,30000,90.0,30.0,20.0,12.0,2021-02-20,7,0,0
2021-02-21 00:00:00,285.35,0.0,0.0,0.0,2.9,5.2,5.2,64,42050,90.0,30.0,20.0,12.0,2021-02-21,7,0,0
2021-02-21 03:00:00,283.95,0.0,0.0,0.0,2.4,3.7,4.6,66,44930,90.0,30.0,20.0,12.0,2021-02-21,7,0,0
2021-02-21 06:00:00,281.95,0.0,0.0,0.0,2.9,4.3,4.3,71,40660,90.0,30.0,20.0,11.0,2021-02-21,7,0,0
2021-02-21 09:00:00,284.55,0.0,0.0,0.0,3.6,5.2,5.8,61,30000,90.0,30.0,20.0,11.0,2021-02-21,7,0,0
2021-02-21 12:00:00,290.45,0.0,0.0,0.0,4.9,7.9,8.8,45,30000,90.0,30.0,20.0,11.0,2021-02-21,7,0,0
2021-02-21 15:00:00,290.45,0.0,0.0,0.0,4.6,7.6,9.0,44,30000,75.0,30.0,23.0,12.0,2021-02-21,7,0,0
2021-02-21 18:00:00,287.95,0.0,0.0,0.0,2.6,3.8,3.8,55,30000,75.0,30.0,20.0,12.0,2021-02-21,7,0,0
2021-02-21 21:00:00,286.05,0.0,0.0,0.0,1.9,3.3,3.8,58,30000,90.0,30.0,20.0,12.0,2021-02-21,7,0,0
2021-02-22 00:00:00,285.55,0.0,0.0,0.0,2.3,4.2,4.7,56,30000,90.0,30.0,20.0,12.0,2021-02-22,8,0,0
2021-02-22 03:00:00,283.65,0.0,0.0,0.0,2.4,3.8,4.0,62,37160,90.0,30.0,20.0,12.0,2021-02-22,8,0,0
2021-02-22 06:00:00,282.65,0.0,0.0,0.0,0.9,1.5,2.0,68,32880,100.0,35.0,21.0,12.0,2021-02-22,8,0,0
2021-02-22 09:00:00,283.45,0.0,0.0,0.0,0.9,2.1,2.9,74,27420,90.0,35.0,23.0,12.0,2021-02-22,8,0,0
2021-02-22 12:00:00,286.05,0.0,0.0,0.0,1.4,3.6,3.6,66,25000,90.0,35.0,21.0,12.0,2021-02-22,8,0,0
2021-02-22 15:00:00,288.95,0.0,0.0,0.0,0.9,1.9,2.2,56,19510,100.0,35.0,21.0,12.0,2021-02-22,8,0,0
2021-02-22 18:00:00,288.35,0.0,0.0,0.0,0.0,0.0,2.1,61,13980,100.0,35.0,21.0,12.0,2021-02-22,8,0,0
2021-02-22 21:00:00,287.75,0.0,0.0,0.0,1.2,1.9,1.9,63,12040,100.0,35.0,21.0,12.0,2021-02-22,8,0,0
2021-02-23 00:00:00,287.25,0.0,0.0,0.0,2.0,3.3,3.6,69,14550,100.0,35.0,20.0,10.0,2021-02-23,8,0,0
2021-02-23 03:00:00,285.55,0.0,0.0,0.0,1.9,3.2,4.3,77,15000,0.0,30.0,20.0,10.0,2021-02-23,8,0,0
2021-02-23 06:00:00,285.35,0.0,0.0,0.0,3.1,5.1,5.1,76,20000,90.0,35.0,20.0,10.0,2021-02-23,8,0,0
2021-02-23 09:00:00,285.55,0.0,0.0,0.0,3.6,5.7,5.7,80,28000,90.0,38.0,20.0,10.0,2021-02-23,8,0,0
2021-02-23 12:00:00,289.75,0.0,0.0,0.0,7.2,12.4,15.0,64,28000,40.0,38.0,20.0,10.0,2021-02-23,8,0,0
2021-02-23 15:00:00,290.95,0.0,0.0,0.0,8.1,12.8,13.8,57,15110,47.142857142857146,34.42857142857143,20.0,10.0,2021-02-23,8,0,0
2021-02-23 18:00:00,289.05,0.0,0.0,0.0,3.4,6.4,7.9,64,38550,10.0,35.0,20.0,10.0,2021-02-23,8,0,0
2021-02-23 21:00:00,286.55,0.0,0.0,0.0,1.9,2.7,3.4,75,18820,0.0,30.0,20.0,10.0,2021-02-23,8,0,0
2021-02-24 00:00:00,284.25,0.0,0.0,0.0,1.9,2.7,3.0,84,20000,10.0,35.0,20.0,10.0,2021-02-24,8,0,0
2021-02-24 03:00:00,283.35,0.0,0.0,0.0,2.4,3.6,4.9,87,15000,0.0,30.0,20.0,10.0,2021-02-24,8,0,0
2021-02-24 06:00:00,282.65,0.0,0.0,0.0,2.4,3.3,3.3,89,15000,0.0,30.0,20.0,10.0,2021-02-24,8,0,0
2021-02-24 09:00:00,285.35,0.0,0.0,0.0,2.4,3.8,4.2,79,15000,0.0,30.0,20.0,10.0,2021-02-24,8,0,0
2021-02-24 12:00:00,291.05,0.0,0.0,0.0,4.8,7.4,7.4,60,17960,4.285714285714286,30.714285714285715,20.0,10.285714285714286,2021-02-24,8,0,0
2021-02-24 15:00:00,292.55,0.2,0.2,0.2,4.6,7.3,9.0,46,20000,0.0,30.0,20.0,10.0,2021-02-24,8,1,0
2021-02-24 18:00:00,288.85,0.0,0.0,0.0,1.0,1.3,3.0,55,25000,10.0,30.0,20.0,11.0,2021-02-24,8,0,0
2021-02-24 21:00:00,286.95,0.0,0.0,0.0,2.2,3.0,4.0,65,25000,10.0,30.0,20.0,11.0,2021-02-24,8,0,0
2021-02-25 00:00:00,284.95,0.0,0.0,0.0,0.5,1.4,3.0,72,25000,50.0,30.0,20.0,11.0,2021-02-25,8,0,0
2021-02-25 03:00:00,282.85,0.0,0.0,0.0,0.7,1.5,1.9,81,20000,90.0,35.0,20.0,11.0,2021-02-25,8,0,0
